"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3TERXAII","conferencePaper","2014","Bedjou, K.; Azouaou, F.; Berkani, L.","Semantic recommendation of web services in the context of on-line training","2014 4th International Symposium ISKO-Maghreb: Concepts and Tools for knowledge Management (ISKO-Maghreb)","","","10.1109/ISKO-Maghreb.2014.7033468","","The use of web services in the field of e-learning has increased, however, in view of the significant number of these services; proper selection is needed to improve their effectiveness and contribution. We propose in this paper a system of personalized web service recommendation during online training. The objective is to assist learners in their learning activities (individual exercises, group problem solving, etc.) by recommending them the most appropriate web services, both, in relation to their profiles and needs. The proposed system is based on a semantic approach using multiple ontologies. The paper presents the overall approach of recommendation and a semantic representation of the different used ontologies. To illustrate our work, a prototype of our system is presented.","2014-11","2019-06-15 15:03:36","2019-06-15 16:43:36","","1-8","","","","","","","","","","","","","","","","","","","","","","","","Ontologies; ontologies (artificial intelligence); Semantics; ontology; Web services; e-learning; Electronic learning; Quality of service; Context; Training; user profile; quality of service; computer based training; E-learning; multiple ontologies; on-line training; personalized Web service recommendation; recommendation; web service","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WA3E6YSU","conferencePaper","2018","Saeed, M. R.; Prasanna, V. K.","Extracting Entity-Specific Substructures for RDF Graph Embedding","2018 IEEE International Conference on Information Reuse and Integration (IRI)","","","10.1109/IRI.2018.00063","","Knowledge Graphs (KGs) have become useful sources of structured data for information retrieval and data analytics tasks. Enabling complex analytics, however, requires entities in KGs to be represented in a way that is suitable for Machine Learning tasks. Several approaches have been recently proposed for obtaining vector representations of KGs based on identifying and extracting relevant graph substructures using uniform and biased random walks. However, such approaches lead to representations comprising mostly ""popular"" instead of ""relevant"" entities in the KG. In KGs, in which different types of entities often exist (such as in Linked Open Data), a given target entity may have its own distinct set of most ""relevant"" nodes and edges. We propose specificity as an accurate measure of identifying most relevant, entity-specific, nodes and edges. We develop a scalable method based on bidirectional random walks to compute specificity. Our experimental evaluation results show that specificity-based biased random walks extract more ""meaningful"" (in terms of size and relevance) substructures compared to the state-of-the-art and the graph embedding learned from the extracted substructures outperform existing techniques in the chosen task of entity recommendation.","2018-07","2019-06-15 15:03:36","2019-06-15 16:18:29","","378-385","","","","","","","","","","","","","","","","","","","","","","","","Semantics; information retrieval; Resource description framework; knowledge based systems; Semantic Web; graph theory; knowledge graphs; Measurement; Task analysis; Feature extraction; RDF; random processes; Films; bidirectional random walks; data analytics tasks; entity recommendation; entity-specific substructures extraction; Graph Embedding; graph substructures; KG vector representations; Knowledge Graphs; Linked Open Data; machine learning tasks; Object recognition; RDF graph embedding; specificity-based biased random walks; structured data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YKWUZZ2G","conferencePaper","2016","Kazadi, Y. K.; Fonou-Dombeu, J. V.","Complexity based ranking of biomedical ontologies","2016 International Conference on Advances in Computing and Communication Engineering (ICACCE)","","","10.1109/ICACCE.2016.8073791","","A large number of ontologies representing domains of knowledge are accessible on the internet and there is an increasing need for evaluating and assessing their features. Ontology complexity is considered as one of the features to monitor and improve the structure of a given ontology. Despite the fact that many complexity metrics have been proposed, to our best knowledge no study has focused on ranking ontologies based on their level of complexity. This study ranks a set of 25 biomedical ontologies based on their level of complexity. The complexity level of an ontology is determined through the computation of 8 complexity metrics and the metrics values are used as input of Multi-Attributes Decision Making (MADM) methods to get a score representing the level of complexity.","2016-11","2019-06-15 15:03:37","2019-06-15 16:17:54","","455-460","","","","","","","","","","","","","","","","","","","","","","","","Ontologies; ontologies (artificial intelligence); knowledge based systems; Internet; Biomedical measurement; decision making; bioinformatics; Biomedical Ontologies; biomedical ontology complexity; Bioportal; complexity metrics; Complexity theory; Decision making; information resources; knowledge domains; Mathematical model; multi-attribute decision making; Multi-Attributes Decision Making; Ontology Complexity Metric; ontology ranking; Unified modeling language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYREHUI5","conferencePaper","2015","Cross, V.; Gu, C.","Similarity in aligning Linked Open Data ontologies","2015 Annual Conference of the North American Fuzzy Information Processing Society (NAFIPS) held jointly with 2015 5th World Conference on Soft Computing (WConSC)","","","10.1109/NAFIPS-WConSC.2015.7284128","","Traditional ontology alignment (OA) systems focus on aligning well defined and structured ontologies from the same or closely related domain to produce a set of equivalence mappings between concepts in the source and target ontologies. Linked Open Data (LOD) ontologies, however, present different characteristics from standard ontologies. For example, equivalence relations are limited among LOD concepts; thus for LOD ontology alignment, subclass and superclass mappings between the source and target should also be produced. Current research on aligning LOD ontologies relies on other ways to measure similarity between concepts than typically found in traditional OA systems. Enhancements made to an existing traditional OA system to enable LOD alignment and include the use of background knowledge such as Wikinet. Experiments using a set of LOD reference alignments to evaluate the enhanced OA system and their results are described. Their results demonstrate the enhancements improve the alignment these LOD ontologies.","2015-08","2019-06-15 15:03:37","2019-06-15 17:18:25","","1-6","","","","","","","","","","","","","","","","","","","","","","","","Ontologies; ontologies (artificial intelligence); ontology alignment; Internet; Electronic publishing; Encyclopedias; Indexes; data handling; Linked Open Data; concept similarity; equivalence mappings; Linked Open Data ontologies; LOD ontology alignment; LOD reference alignments; LogMap; OA systems; ontology alignment systems; structured ontologies; subclass mapping; superclass mapping; Vegetation; Wikinet; WikiNet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E3JVYRP5","conferencePaper","2018","Safwat, H.; Davis, B.; Zarrouk, M.","Engineering an Aligned Gold-Standard Corpus of Human to Machine Oriented Controlled Natural Language","2018 IEEE/WIC/ACM International Conference on Web Intelligence (WI)","","","10.1109/WI.2018.00-58","","Knowledge base creation and population are an essential formal backbone for a variety of intelligent applications, decision support and expert systems and intelligent search. While the abundance of unstructured text helps in easing the knowledge acquisition gap, the ambiguous nature of language tends to impact accuracy when engaging in more complex semantic analysis. Controlled Natural Languages (CNLs) are subsets of natural language that are restricted grammatically in order to reduce or eliminate ambiguity for the purposes of machine processability, or unambiguous human communication within a domain or industry context, such as Simplified English. This type of human-oriented CNL is under-researched despite having found favor within industry over many years. We describe a novel dataset which aligns a representative sample of Simplified English Wikipedia sentences with a well known machine-oriented CNL. This linguistic resource is both human-readable and semantically machine interpretable and can benefit a variety of NLP and knowledge based applications.","2018-12","2019-06-15 15:03:38","2019-06-15 16:18:27","","421-427","","","","","","","","","","","","","","","","","","","","","","","","aligned gold-standard corpus; complex semantic analysis; Controlled Natural Language; decision support; Electronic publishing; Encyclopedias; expert systems; human-oriented CNL; human-readable machine interpretable; intelligent applications; intelligent search; Internet; knowledge acquisition; knowledge based applications; Knowledge Extraction; linguistic resource; Linguistics; machine oriented controlled natural language; machine-oriented CNL; natural language processing; Natural Language Processing; NLP; Semantic Web; semantically machine interpretable; Semantics; Simplified English Wikipedia sentences; text analysis; unambiguous human communication; unstructured text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7PN59SH","journalArticle","2018","Tasar, C. O.; Komesli, M.; Unalir, M. O.","Systematic mapping study on question answering frameworks over linked data","IET Software","","1751-8806","10.1049/iet-sen.2018.5105","","Employing linked data technologies and semantic endpoints for question answering systems are expanding approaches among the researchers. Therefore, systems that combine syntactic and semantic analysis and enrich input questions by sentence-level recognition are examined. A systematic mapping study is conducted to identify and analyse the studies from major databases, journals and proceedings of conferences or workshops published between 2010 and 2017. With a set of 14 research questions, inclusion and exclusion criteria are specified. 53 studies are selected as primary studies from an initial set of 845 papers. This study provides a mapping while focusing on the methods and identifying the gaps between required and existing approaches. Popular approaches which have gained the most attention among researchers are given as a conclusion. Moreover, a comparison between the authors' study and related work in the literature is given to point out the differences and the contributions of their study. As the result of the comparison, it is concluded that the study is a novel and original topic on question answering frameworks.","2018","2019-06-15 15:03:38","2019-06-15 17:18:37","","461-472","","6","12","","","","","","","","","","","","","","","","","","","","","database management systems; exclusion criteria; inclusion criteria; input questions; Linked Data; linked data technologies; natural language processing; ontologies (artificial intelligence); question answering (information retrieval); question answering frameworks; research questions; semantic analysis; semantic endpoints; sentence-level recognition; systematic mapping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D4MFPHEN","conferencePaper","2015","Wittek, P.; Darányi, S.; Kontopoulos, E.; Moysiadis, T.; Kompatsiaris, I.","Monitoring term drift based on semantic consistency in an evolving vector field","2015 International Joint Conference on Neural Networks (IJCNN)","","","10.1109/IJCNN.2015.7280766","","Based on the Aristotelian concept of potentiality vs. actuality allowing for the study of energy and dynamics in language, we propose a field approach to lexical analysis. Falling back on the distributional hypothesis to statistically model word meaning, we used evolving fields as a metaphor to express time-dependent changes in a vector space model by a combination of random indexing and evolving self-organizing maps (ESOM). To monitor semantic drifts within the observation period, an experiment was carried out on the term space of a collection of 12.8 million Amazon book reviews. For evaluation, the semantic consistency of ESOM term clusters was compared with their respective neighbourhoods in WordNet, and contrasted with distances among term vectors by random indexing. We found that at 0.05 level of significance, the terms in the clusters showed a high level of semantic consistency. Tracking the drift of distributional patterns in the term space across time periods, we found that consistency decreased, but not at a statistically significant level. Our method is highly scalable, with interpretations in philosophy.","2015-07","2019-06-15 15:03:39","2019-06-15 16:19:22","","1-8","","","","","","","","","","","","","","","","","","","","","","","","Aristotelian concept; Atmospheric measurements; computational linguistics; distributional hypothesis; distributional patterns; ESOM; indexing; Indexing; indexing and evolving self-organizing maps; language; lexical analysis; Monitoring; Particle measurements; pattern recognition; self-organising feature maps; semantic consistency; Semantics; Taxonomy; term drift; time-dependent changes; vector field; vectors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RFK9MPL9","conferencePaper","2018","Hassani, A.; Haghighi, P. D.; Ling, S.; Jayaraman, P. P.; Zaslavsky, A.","Querying IoT services: A smart carpark recommender use case","2018 IEEE 4th World Forum on Internet of Things (WF-IoT)","","","10.1109/WF-IoT.2018.8355158","","Variety and diversity of IoT services is growing along with ever increasing development and deployment of IoT ecosystems. In this paper, we propose a Context Service Description Language (CSDL) and a Context Service Matchmaking (CSM) mechanism which are core components of Context-as-a-Service (CoaaS) IoT platform. CoaaS is one of major IoT services in EU Horizon-2020 project called bIoTope. CSDL is an abstract language and supports definition of context as well as IoT services in terms of their semantic signatures, service characteristics, and contextual behavior specification. CoaaS enables applications to provide and consume contextual information by IoT-services seamlessly without requiring manual integration of IoT silos. We demonstrate and evaluate the proposed CoaaS IoT service via a smart parking use case that highlights how CoaaS can be used to discover and consume IoT-services.","2018-02","2019-06-15 15:03:39","2019-06-15 16:43:08","","619-624","","","","","","","","","","","","","","","","","","","","","","","","Australia; Automobiles; bIoTope; cloud computing; CoaaS IoT service; Context Service Description Language; context service matchmaking mechanism; Context-as-a-Service; context-as-a-service IoT platform; Context-awareness; contextual behavior specification; CSDL; CSM; Ecosystems; EU Horizon-2020 project; Internet of Things; IoT; IoT service querying; Manuals; OWL; query processing; recommender systems; Semantic Service Description; Semantic Service Matchmaking; semantic signatures; Semantics; service characteristics; smart carpark recommender use case; Web services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5GM3469","journalArticle","2015","Hasan, S.; Curry, E.","Thingsonomy: Tackling Variety in Internet of Things Events","IEEE Internet Computing","","1089-7801","10.1109/MIC.2015.26","","The Internet of Things (IoT) will connect billions of devices to the Internet and create a large-scale dynamic and open environment with high heterogeneity. To assure rapid adoption of IoT applications, application developers and users need to be abstracted from IoT infrastructure via scalable middleware. Event-processing systems have the potential to contribute in filling the gap between the IoT infrastructure and applications layers. Event processing follows a decoupled model of interaction in space, time, and synchronization. However, the dimension of semantic coupling still exists and poses a challenge to scalability in highly semantically heterogeneous and dynamic environments such as the IoT. Here, the authors describe an approach based on loosely coupled producers and consumers enabled with approximate semantic matching of events. They emphasize a practitioner perspective to IoT architectures for building software that can tackle heterogeneity of IoT events.","2015-03","2019-06-15 15:03:39","2019-06-15 17:18:43","","10-18","","2","19","","","","","","","","","","","","","","","","","","","","","approximate semantic matching; Approximation methods; distributed applications; Energy consumption; event processing; event-processing systems; Internet of Things; Internet/Web technologies; IoT applications; IoT architecture; Large-scale systems; middleware; scalable middleware; semantic coupling; semantic normalization; Semantics; thingsonomy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5VCDJADZ","conferencePaper","2016","Wani, S.; Wahiddin, M. R.; Sembok, T. M. T.","Logico-linguistic Semantic Representation of Documents","2016 IEEE 14th Intl Conf on Dependable, Autonomic and Secure Computing, 14th Intl Conf on Pervasive Intelligence and Computing, 2nd Intl Conf on Big Data Intelligence and Computing and Cyber Science and Technology Congress(DASC/PiCom/DataCom/CyberSciTech)","","","10.1109/DASC-PICom-DataCom-CyberSciTec.2016.135","","The knowledge behind the gigantic pool of data remains largely unextracted. Techniques such as ontology design, RDF representations, hpernym extraction, etc. have been used to represent the knowledge. However, the area of logic (FOPL) and linguistics (Semantics) has not been explored in depth for this purpose. Search engines suffer in extraction of specific answers to queries because of the absence of structured domain knowledge. The current paper deals with the design of formalism to extract and represent knowledge from the data in a consistent format. The application of logic and linguistics combined greatly eases and increases the precision of knowledge translation from natural language. The results clearly indicate the effectiveness of the knowledge extraction and representation methodology developed providing intelligence to machines for efficient analysis of data. The methodology helps machines to retrieve precise results in an efficient manner.","2016-08","2019-06-15 15:03:40","2019-06-15 16:19:14","","773-780","","","","","","","","","","","","","","","","","","","","","","","","Al-Qur'an; answer extraction; data analysis; Data mining; document handling; document logico-linguistic semantic representation; Encyclopedias; FOPL; knowledge acquisition; Knowledge based systems; knowledge extraction; knowledge representation; Knowledge representation; knowledge translation; linguistics; logic; logico-linguistic formalism; natural language; natural language processing; Ontologies; Pragmatics; queries; query processing; search engines; semantics; Semantics; structured domain knowledge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BRZGU8ZI","journalArticle","2018","Liu, R.; Xu, X.; Wang, Z.; Sheng, Q. Z.","Service Solution Planning Considering Priori Knowledge and Fast Retrieval","IEEE Access","","2169-3536","10.1109/ACCESS.2018.2879120","","Service composition is widely used to build complex value-added composite services to meet various coarse-grained requirements of customers. Discovering relevant services as the constituents of composite services is a crucial task, which needs to be frequently performed during the composition process. Due to the fact that the amount of services available on the Internet is increasing drastically, the efficiency of both service discovery and composition becomes a big challenge. To solve this challenge, we propose a Priori Knowledge Based Service Composition (PKBSC) approach to reduce the searching space of relevant service discovery so as to improve the efficiency of service composition. PKBSC utilizes an interoperable approach, including an ontology construction and merging method, to solve the problem of the cross-domain and heterogeneous services from different repositories. In addition,service patternis adopted to describe priori knowledge from massive historical solutions, which is a recurrent valuable fragment composed of services frequently invoked together in service solutions. PKBSC also adopts the Formal Concept Analysis to extract the implicit relationship between service requests and service patterns. Compared with the approach of composing multiple services from scratch, PKBSC exhibits better performance since the search space is greatly reduced by the adoption of service patterns. Experiments demonstrate that the proposed approach significantly improves the efficiency of service composition by 22.44%.","2018","2019-06-15 15:03:40","2019-06-15 17:18:22","","68263-68276","","","6","","","","","","","","","","","","","","","","","","","","","Formal concept analysis; frequent pattern mining; Ontologies; Semantic Web; Semantics; service composition; service pattern; Task analysis; Web services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JS4NCHCM","journalArticle","2018","Ma, S.; Chen, Y.; Syu, Y.; Lin, H.; FanJiang, Y.","Test-Oriented RESTful Service Discovery with Semantic Interface Compatibility","IEEE Transactions on Services Computing","","1939-1374","10.1109/TSC.2018.2871133","","Developing the means by which to discover RESTful Web APIs/services is crucial to the further development of this technology. Unfortunately, existing search engines for RESTful Web APIs/services provide only keyword-based or tag-based search functions. A failure to take into account the semantics and/or characteristics (e.g., their interface compatibility) greatly hampers the ability to find suitable APIs/services. In this study, we propose a novel approach to the discovery of RESTful Web API/services, referred to as Test-Oriented API Search with Semantic Interface Compatibility (TASSIC). This scheme involves expanding the terms of Web API/service documents based on DBpedia and WordNet. Unsuitable APIs/services are then filtered out using a four-step process, as follows: 1) calculation of semantic similarity between a set of candidate APIs/services and a user query, 2) analysis of interface compatibility between candidate APIs/services using the Hungarian Algorithm, 3) invocation of candidate APIs/services to verify functionality and availability, and 4) analysis of similarity between the actual response of the candidate services and the expected response specified in the user query. Experiment results demonstrate the efficacy of TASSIC, the accuracy of which is superior to that of existing methods.","2018","2019-06-15 15:03:41","2019-06-15 17:18:39","","1-1","","","","","","","","","","","","","","","","","","","","","","","","acceptance testing; Computer science; interface compatibility; Oceans; Quality of service; RESTful service; Search engines; Semantics; service discovery; term expansion; Testing; unit testing; Web services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GACTR5QV","conferencePaper","2018","Wang, Y.; Zhang, D.; Yuan, Y.; Liu, Q.; Yang, Y.","Improvement of TF-IDF Algorithm Based on Knowledge Graph","2018 IEEE 16th International Conference on Software Engineering Research, Management and Applications (SERA)","","","10.1109/SERA.2018.8477196","","The TF-IDF algorithm is commonly used for text information retrieval and data mining. The traditional TF-IDF algorithm does not consider the domain characteristics of the article, and does not consider the distribution ratio. Currently, the solution proposed by many scholars only solves the problems of distribution ratio and the like, and does not solve the problem that the domain keywords have unreasonable weights. The problem has led to the use of domain-specific applications where relevant keywords in some areas have not been given appropriate weights. This paper proposes an improved method based on domain knowledge graph. This method will mainly consider the application of the legal field, and use the legal knowledge graph to make improvements to the TF-IDF algorithm, so as to achieve the reasonable weight assigned to the domain-related keywords in text feature extraction. Experiments show that this method can effectively improving the accuracy of the extraction.","2018-06","2019-06-15 15:03:41","2019-06-15 16:18:54","","19-24","","","","","","","","","","","","","","","","","","","","","","","","Classification algorithms; data mining; distribution ratio; domain knowledge graph; domain-related keywords; domain-specific applications; feature extraction; Feature extraction; graph theory; information retrieval; Knowledge engineering; knowledge graph; Law; legal field; legal knowledge graph; Semantics; Software algorithms; text analysis; text information retrieval; TF-IDF; TF-IDF algorithm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2R45HW5K","conferencePaper","2016","Kumara, B. T. G. S.; Paik, I.; Siriweera, T. H. A. S.; Koswatte, K. R. C.","Cluster-Based Web Service Recommendation","2016 IEEE International Conference on Services Computing (SCC)","","","10.1109/SCC.2016.52","","The concept of Web services has become a widely applied paradigm in research and industry, with the number of services published on the Internet increasing rapidly over the last few years. Thus, service recommendation is becoming a challenging and time-consuming task due to large search space. Organizing the Web services into clusters is a one of very efficient approach for search space pruning process. In this paper, we proposed cluster-based service recommendation approach. User may want to interact with services that have similar functionalities, which they used to interact. Thus, we consider semantic similarity between services as one factor in the clustering process. Further, user may be interesting to identify the appropriate services to generate value-added service. Thus, we consider the association between services as the second factor. Our approach recommend services for currently invoked service using the generated clusters and services with better QoS values selected by a filtering process. Experimental results show that our approach works effectively.","2016-06","2019-06-15 15:03:42","2019-06-15 16:17:44","","348-355","","","","","","","","","","","","","","","","","","","","","","","","Association rule; cluster-based Web service recommendation; Clustering algorithms; clustering process; filtering process; High-temperature superconductors; Internet; Ontologies; pattern clustering; QoS values; quality of service; Quality of service; search space pruning process; Semantics; Service clustering; service semantic similarity; Silicon; value-added service generation; Web service recommendation; Web service similarity; Web services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JL7YZXLC","conferencePaper","2014","Hu, J.; Cai, H.; Xu, B.; Xie, C.","A Linked Data Based Decision Support System for Cancer Treatment","2014 Enterprise Systems Conference","","","10.1109/ES.2014.15","","Cancer treatment is a complex process that needs experienced doctors and solid medical knowledge. Different cancer treatment methods work for different patient characteristics. Sometimes it is hard for doctors to specify the treatment for certain patient because it is difficult to get useful information to support treatment decision making from diverse clinic data source. In order to improve the effectiveness of information searching from complicated data environment for cancer therapy, we propose a linked data based system for cancer treatment methods selecting to help doctors in the process of cancer treatment. This system incorporates hospital inner data and open data in life science field combined with Linked Data model. On this basis, a cancer treatment selection algorithm is proposed to find similar cases from historical cases. Finally, a protocol system is implemented to show the usability of our method in the applications for intelligent medical supporting.","2014-08","2019-06-15 15:03:42","2019-06-15 15:28:55","","39-44","","","","","","","","","","","","","","","","","","","","","","","","cancer; Cancer; cancer therapy; cancer treatment; cancer treatment selection algorithm; Classification tree analysis; data handling; data integration; decision support system; decision support systems; Diseases; Drugs; History; hospital inner data; hospital open data; hospitals; Hospitals; intelligent medical support; linked data; linked data based decision support system; linked data model; medical administrative data processing; medical computing; patient treatment; semantic web","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJNNLJJZ","conferencePaper","2014","Sreeja S R; Chaudhari, S.","An Effective Forum Crawler","2014 International Conference on Circuits, Systems, Communication and Information Technology Applications (CSCITA)","","","10.1109/CSCITA.2014.6839264","","Web Forums or Internet Forums provide a space for users to share, discuss and request information. Web Forums are sources of huge amount of structured information that is rapidly changing. So crawling Web Forums require special softwares. A Generic Deep Web Crawler or a Focused Crawler cannot be used for this purpose. In this paper, we propose an effective Web Crawler especially for Internet Forums. This Forum Crawler overcomes the drawbacks of many of the existing Forum Crawlers. It has the ability to detect the Entry URL of a Forum site, given any page of it. Crawling process starting from Entry URL increases the coverage. Different URLs in the Web Forums are classified into four categories and our Forum Crawler is capable of detecting these URLs even if they are JavaScript-based which most of the existing Forum Crawlers cannot do. The entire process is divided into learning part and online crawling part. The learning part classifies different URLs in the forum site into four categories: Index URL, Thread URL, Index-Page-Turning URL and Thread-Page-Turning URL. This Forum Crawler uses a Freshness First Strategy rather than the BFS (Breadth First Strategy) for performing online crawling which is advantageous in situations where there are limited system resources available.","2014-04","2019-06-15 15:03:43","2019-06-15 16:15:47","","230-234","","","","","","","","","","","","","","","","","","","","","","","","BFS; breadth first strategy; Crawlers; crawling strategy; Entry URL; focused crawler; forum crawling; forum site; freshness first strategy; generic deep Web crawler; index URL; index-page-turning URL; Indexes; information requesting; information retrieval; information sharing; Information technology; Internet; Internet forum crawler; JavaScript-based URLs; Kernel; online crawling; page classification; thread URL; thread-page-turning URL; tree searching; URL type; Web forum crawler; Web Forum crawling; Web pages; Web sites","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H34P7ZYQ","conferencePaper","2018","Orellana, G.; Orellana, M.; Saquicela, V.; Baculima, F.; Piedra, N.","A Text Mining Methodology to Discover Syllabi Similarities among Higher Education Institutions","2018 International Conference on Information Systems and Computer Science (INCISCOS)","","","10.1109/INCISCOS.2018.00045","","Students' mobility and credit validation has been a concern for several years among higher education institutions in Ecuador, this process involves a huge amount of manual work due to the absence of an automatic system to measure the similarity between different course contents. In order to tackle this problem, we propose an approach to semantically compare the syllabi contents through text similarity methods. Such methods have been widely used in different domains, in this work we take the higher education institutions syllabi to the Text mining world and develop a method to compare their semantic contents. We propose an approach that uses pre-processing techniques, Latent Semantic Analysis for dimensionality reduction, text enrichment through the Wikipedia API and Google Engine, Support Vector Machine as classifier, and cosine similarity as similarity metric. Our results show that our method successfully measures similarity among higher education institutions syllabi and can be generalized to most Ecuadorian institutions.","2018-11","2019-06-15 15:03:44","2019-06-15 16:14:09","","261-268","","","","","","","","","","","","","","","","","","","","","","","","application program interfaces; automatic system; cosine similarity; course contents; data mining; Ecuadorian institutions; education; Education; educational administrative data processing; educational courses; educational institutions; Electronic publishing; Encyclopedias; further education; Google Engine; higher education institutions syllabi; Internet; latent semantic analysis; pre-processing techniques; Semantics; students; students' mobility.; Support Vector Machine; support vector machines; syllabi contents semantic comparison; syllabi similarities; syllabus similarity; text analysis; text enrichment; text mining; Text mining; text mining methodology; Text similarity; text similarity methods; Web sites; Wikipedia API","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZ27MEQH","journalArticle","2014","Luo, X.; Zhang, J.; Ye, F.; Wang, P.; Cai, C.","Power Series Representation Model of Text Knowledge Based on Human Concept Learning","IEEE Transactions on Systems, Man, and Cybernetics: Systems","","2168-2216","10.1109/TSMCC.2012.2231674","","How to build a text knowledge representation model, which carries rich knowledge and has a flexible reasoning ability as well as can be automatically constructed with a low computational complexity, is a fundamental challenge for reasoning-based knowledge services, especially with the rapid growth of web resources. However, current text knowledge representation models either lose much knowledge [e.g., vector space model (VSM)] or have a high complex computation [e.g., latent Dirichlet allocation (LDA)]; even some of them cannot be constructed automatically [e.g., web ontology language, (OWL)]. In this paper, a novel text knowledge representation model, power series representation (PSR) model, which has a low complex computation in text knowledge constructing process, is proposed to leverage the contradiction between carrying rich knowledge and automatic construction. First, concept algebra of human concept learning is developed to represent text knowledge as the form of power series. Then, degree-2 power series hypothesis is introduced to simplify the proposed PSR model, which can be automatically constructed with a lower complex computation and has more knowledge than the VSM and LDA. After that, degree-2 power series hypothesis-based reasoning operations are developed, which provide a more flexible reasoning ability than OWL and LDA. Furthermore, experiments and comparisons with current knowledge representation models show that our model has better characteristics than others when representing text knowledge. Finally, a demo is given to indicate that PSR model has a good prospect over the area of web semantic search.","2014-01","2019-06-15 15:03:44","2019-06-15 16:43:06","","86-102","","1","44","","","","","","","","","","","","","","","","","","","","","algebra; Association rules; Cognition; Cognitive informatics; computational complexity; Computational modeling; concept algebra; degree-2 power series hypothesis-based reasoning operations; human concept learning; inference mechanisms; knowledge representation; Knowledge representation; learning (artificial intelligence); Linearity; low complex computation; OWL; power series representation model; PSR model; reasoning ability; reasoning-based knowledge services; semantic search; series (mathematics); text analysis; text knowledge constructing process; text knowledge representation model; text understanding; Web resources","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
